name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-11467,NO,1,0,0,0,0,0,0
GENE-11468,NO,1,0,0,0,0,0,0
GENE-11469,NO,1,1,0,0,0,0,0
GENE-11470,NO,1,1262,1031,1261,1392,1259,1175
GENE-11471,NO,1,0,0,0,2,0,1
GENE-11472,NO,1,0,0,0,0,0,0
GENE-11473,NO,1,0,0,0,0,0,0
GENE-11474,NO,1,0,0,0,0,0,0
GENE-11475,NO,1,0,0,0,0,0,0
GENE-11476,NO,1,201,249,233,195,241,185
GENE-11477,NO,1,0,2,0,0,1,0
GENE-11478,NO,1,0,0,0,0,0,0
GENE-11479,NO,1,0,0,0,0,0,0
GENE-11480,NO,1,0,0,0,0,0,0
GENE-11481,NO,1,0,0,0,0,0,0
GENE-11482,NO,1,0,0,0,0,0,0
GENE-11483,NO,1,0,0,0,0,0,0
GENE-11484,NO,1,0,0,0,0,0,0
GENE-11485,NO,1,0,0,0,0,0,0
GENE-11486,NO,1,729,1070,527,750,563,865
GENE-11487,NO,1,0,0,0,0,0,0
GENE-11488,NO,1,180,251,243,121,298,398
GENE-11489,NO,1,0,0,0,0,0,0
GENE-11490,NO,1,30,46,69,36,72,36
GENE-11491,NO,1,0,0,0,0,0,0
GENE-11492,NO,1,0,0,0,0,0,0
GENE-11493,NO,1,0,0,0,0,0,0
GENE-11494,NO,1,0,0,0,0,0,0
GENE-11495,NO,1,1,0,0,2,0,0
GENE-11496,NO,1,34,32,40,30,38,39
GENE-11497,NO,1,24,38,25,22,25,32
GENE-11498,NO,1,534,610,600,643,551,632
GENE-11499,NO,1,1569,1820,1355,1272,1580,1990
GENE-11500,NO,1,41,100,69,47,66,57
GENE-11501,NO,1,0,0,0,0,0,0
GENE-11502,NO,1,0,0,0,0,0,0
GENE-11503,NO,1,0,0,0,0,0,0
GENE-11504,NO,1,0,0,0,0,0,0
GENE-11505,NO,1,2,0,0,0,3,1
GENE-11506,NO,1,0,0,0,0,0,0
GENE-11507,NO,1,0,0,0,0,0,0
GENE-11508,NO,1,0,0,1,1,1,1
GENE-11509,NO,1,0,0,0,0,0,0
GENE-11510,NO,1,17,11,20,7,11,7
GENE-11511,NO,1,0,0,0,0,0,0
GENE-11512,NO,1,0,0,0,0,0,0
GENE-11513,NO,1,2,0,2,2,2,0
GENE-11514,NO,1,0,0,0,0,0,0
GENE-11515,NO,1,0,0,0,0,0,0
GENE-11516,NO,1,0,0,0,0,0,0
GENE-11517,NO,1,8,17,9,16,18,19
GENE-11518,NO,1,0,0,0,0,0,0
GENE-11519,NO,1,1745,1494,3568,2317,1806,4573
GENE-11520,NO,1,1,1,1,3,0,1
GENE-11521,NO,1,0,0,0,0,0,0
GENE-11522,NO,1,0,0,0,0,0,0
GENE-11523,NO,1,0,0,0,0,0,0
GENE-11524,NO,1,0,0,0,0,0,0
GENE-11525,NO,1,10,17,1,5,4,7
GENE-11526,NO,1,12,9,10,8,10,8
GENE-11527,YES,1,0,0,0,0,0,0
GENE-11528,NO,1,0,0,0,0,0,0
GENE-11529,NO,1,0,0,0,0,0,0
GENE-11530,NO,1,39,29,79,50,28,25
GENE-11531,NO,1,931,1397,887,1393,1407,1108
GENE-11532,NO,1,0,0,0,0,0,0
GENE-11533,NO,1,3,4,3,5,1,2
GENE-11534,NO,1,0,0,0,0,0,0
GENE-11535,NO,1,60,55,51,41,85,60
GENE-11536,NO,1,0,0,0,0,0,0
GENE-11537,NO,1,68,79,79,72,62,60
GENE-11538,NO,1,28,34,36,32,41,36
GENE-11539,NO,1,0,0,0,0,0,0
GENE-11540,NO,1,0,0,0,0,0,0
GENE-11541,NO,1,1,2,2,0,1,0
GENE-11542,NO,1,80,94,59,61,127,86
GENE-11543,NO,1,0,0,0,0,0,0
GENE-11544,NO,1,8,6,4,5,6,4
GENE-11545,NO,1,0,0,0,0,0,0
GENE-11546,NO,1,71,28,36,134,54,118
GENE-11547,NO,1,0,0,0,0,0,0
GENE-11548,NO,1,0,0,0,0,0,0
GENE-11549,NO,1,1574,1477,1471,1627,1673,1729
GENE-11550,NO,1,562,483,536,404,472,634
GENE-11551,NO,1,213,226,205,293,170,182
GENE-11552,NO,1,0,0,0,0,0,0
GENE-11553,NO,1,0,0,0,0,0,0
GENE-11554,YES,1,0,2,0,1,1,1
GENE-11555,NO,1,0,0,0,0,0,0
GENE-11556,NO,1,0,0,0,0,0,0
GENE-11557,NO,1,209,119,216,161,156,162
GENE-11558,NO,1,0,0,0,0,0,0
GENE-11560,NO,1,0,0,0,0,0,0
GENE-11561,NO,1,60,48,96,114,72,37
GENE-11562,NO,1,81,62,38,37,101,50
GENE-11563,NO,1,0,0,0,0,0,0
GENE-11564,NO,1,1,5,6,3,4,0
GENE-11565,NO,1,43,20,38,30,27,33
GENE-11566,NO,1,0,0,0,0,0,0
GENE-11567,NO,1,0,0,0,0,0,0
GENE-11569,NO,1,0,0,0,0,0,0
GENE-11570,NO,1,0,0,0,0,0,0
GENE-11571,NO,1,0,0,0,0,0,0
GENE-11572,NO,1,0,0,0,0,0,0
GENE-11573,NO,1,0,1,6,0,0,2
GENE-11574,NO,1,0,0,0,0,0,0
GENE-11575,NO,1,437,260,239,293,374,295
GENE-11576,NO,1,0,0,0,0,0,0
GENE-11577,NO,1,0,0,0,0,0,0
GENE-11578,NO,1,159,149,127,164,150,135
GENE-11579,NO,1,0,0,0,0,0,0
GENE-11580,NO,1,0,0,0,0,0,0
GENE-11581,NO,1,0,0,0,0,0,0
GENE-11582,NO,1,1,3,0,0,0,1
GENE-11583,NO,1,0,0,0,0,0,0
GENE-11584,NO,1,0,0,0,0,0,0
GENE-11585,NO,1,0,0,0,1,0,1
GENE-11586,NO,1,0,0,0,0,0,0
GENE-11587,NO,1,0,0,0,0,0,0
GENE-11588,NO,1,0,0,0,0,0,0
GENE-11589,NO,1,189,106,123,238,178,219
GENE-11590,NO,1,0,0,0,0,0,0
GENE-11591,NO,1,2,2,1,1,3,2
GENE-11592,NO,1,0,0,0,0,0,0
GENE-11593,NO,1,231,250,216,247,271,224
GENE-11594,NO,1,0,0,0,0,0,0
GENE-11595,NO,1,0,0,1,1,1,0
GENE-11596,NO,1,62,67,46,65,50,63
GENE-11597,NO,1,0,0,0,0,0,0
GENE-11598,NO,1,2,7,7,7,5,4
GENE-11599,NO,1,0,0,0,0,0,0
GENE-11600,NO,1,0,0,0,0,0,0
GENE-11601,NO,1,0,0,0,0,0,0
GENE-11602,NO,1,0,0,0,0,0,0
GENE-11603,NO,1,0,0,0,0,0,0
GENE-11604,NO,1,71,73,73,75,100,98
GENE-11605,NO,1,0,0,0,0,0,0
GENE-11606,NO,1,0,0,0,0,0,0
GENE-11607,NO,1,3,6,7,6,8,4
GENE-11608,NO,1,1,0,1,0,0,0
GENE-11609,NO,1,1126,926,945,1133,1213,1097
GENE-11610,NO,1,146,130,240,116,258,384
GENE-11611,NO,1,0,0,0,0,0,0
GENE-11612,NO,1,0,0,0,0,0,0
GENE-11613,NO,1,0,0,0,0,0,0
GENE-11614,NO,1,0,0,0,0,0,0
GENE-11615,NO,1,156,113,81,104,123,109
GENE-11616,NO,1,0,0,0,0,0,0
GENE-11617,NO,1,0,0,0,0,0,0
GENE-11618,YES,1,0,0,0,0,0,0
GENE-11619,YES,1,0,0,0,0,0,0
GENE-11620,NO,1,0,0,0,0,0,0
GENE-11621,NO,1,0,0,0,0,0,0
GENE-11622,NO,1,0,0,0,0,0,0
GENE-11623,NO,1,0,0,0,0,0,0
GENE-11624,NO,1,0,0,0,0,0,0
GENE-11625,NO,1,0,0,0,0,0,0
GENE-11626,NO,1,0,0,0,0,0,0
GENE-11627,NO,1,269,155,159,385,198,241
GENE-11628,YES,1,0,0,0,0,0,0
GENE-11629,NO,1,1060,1602,1243,1161,1810,1433
GENE-11630,NO,1,0,0,0,0,0,0
GENE-11631,NO,1,0,0,0,0,0,0
GENE-11632,NO,1,0,0,0,0,0,0
GENE-11633,NO,1,0,0,0,0,0,0
GENE-11634,NO,1,95,76,64,67,50,51
GENE-11635,NO,1,0,0,0,0,0,1
GENE-11636,NO,1,0,0,0,0,0,0
GENE-11637,NO,1,0,0,0,0,0,0
GENE-11638,NO,1,0,0,0,0,0,0
GENE-11639,NO,1,5,8,20,11,12,9
GENE-11640,NO,1,92,106,79,120,95,104
GENE-11641,NO,1,6,9,11,12,7,10
GENE-11642,NO,1,268,394,460,308,367,442
GENE-11643,NO,1,6,7,11,7,7,8
GENE-11644,NO,1,0,0,0,0,0,0
GENE-11645,NO,1,0,0,0,0,0,0
GENE-11646,NO,1,0,0,0,0,0,0
GENE-11647,NO,1,0,0,0,0,0,0
GENE-11648,YES,1,0,0,0,0,0,0
GENE-11649,NO,1,0,0,0,0,0,0
GENE-11650,NO,1,147,133,216,475,303,248
GENE-11651,NO,1,0,0,0,0,0,0
GENE-11652,NO,1,149,119,135,121,118,100
GENE-11653,NO,1,0,0,0,0,1,1
GENE-11654,NO,1,0,0,0,0,0,0
GENE-11655,NO,1,0,0,0,0,0,0
GENE-11656,NO,1,257,288,460,328,447,283
GENE-11657,NO,1,252,246,245,183,292,260
GENE-11658,NO,1,0,0,0,0,0,0
GENE-11659,NO,1,481,377,459,484,320,481
GENE-11660,NO,1,0,0,0,0,0,0
GENE-11661,NO,1,2,0,1,2,0,2
GENE-11662,NO,1,0,0,0,0,0,0
GENE-11663,NO,1,0,0,0,0,0,0
GENE-11664,NO,1,0,0,0,0,0,0
GENE-11665,NO,1,3,1,6,5,2,5
GENE-11666,NO,1,14,10,13,16,12,13
GENE-11667,NO,1,1208,936,1036,908,1014,824
GENE-11668,NO,1,0,0,0,0,0,0
GENE-11669,NO,1,0,0,0,0,0,0
GENE-11670,NO,1,0,0,0,0,0,0
GENE-11671,NO,1,0,0,0,0,0,0
GENE-11672,YES,1,0,0,0,0,0,0
GENE-11673,NO,1,0,0,0,0,0,0
GENE-11674,NO,1,193,198,208,231,238,179
GENE-11675,NO,1,126,145,104,102,132,108
GENE-11676,NO,1,0,0,0,0,0,0
GENE-11677,NO,1,0,0,0,0,0,0
GENE-11678,NO,1,0,0,0,0,0,0
GENE-11679,NO,1,122,156,134,154,164,174
GENE-11680,NO,1,0,0,0,0,0,0
GENE-11681,NO,1,0,0,0,0,0,0
GENE-11682,NO,1,1980,2139,2246,1822,1626,1633
GENE-11683,NO,1,0,0,0,0,0,0
GENE-11684,NO,1,4,4,3,6,3,3
GENE-11685,NO,1,0,0,0,0,0,0
GENE-11686,NO,1,0,0,0,0,0,0
GENE-11687,NO,1,0,0,0,0,0,0
GENE-11688,NO,1,2,3,1,2,3,4
GENE-11689,NO,1,0,0,0,0,0,0
GENE-11690,NO,1,628,688,546,673,669,567
GENE-11691,NO,1,0,0,0,0,0,0
GENE-11692,NO,1,392,409,356,382,350,352
GENE-11693,NO,1,0,0,1,0,1,3
GENE-11694,NO,1,480,431,483,603,469,473
GENE-11695,NO,1,0,0,0,0,0,0
GENE-11696,NO,1,0,0,0,0,0,0
GENE-11697,NO,1,70,161,132,148,174,154
GENE-11698,NO,1,220,152,197,190,172,228
GENE-11699,NO,1,0,0,0,0,0,0
GENE-11700,NO,1,0,0,0,0,0,0
GENE-11701,NO,1,0,0,0,0,0,0
GENE-11702,NO,1,0,0,0,0,0,0
GENE-11703,NO,1,6,8,9,12,6,4
GENE-11704,NO,1,818,711,647,740,867,735
GENE-11705,NO,1,0,0,0,0,0,0
GENE-11706,NO,1,0,0,0,0,0,0
GENE-11707,NO,1,0,0,0,0,0,0
GENE-11708,NO,1,0,0,0,0,0,0
GENE-11709,NO,1,0,0,0,0,0,0
GENE-11710,YES,1,0,0,0,0,0,0
GENE-11711,NO,1,0,0,0,0,0,0
GENE-11712,NO,1,411,840,571,469,548,798
GENE-11713,NO,1,29,25,19,23,54,23
GENE-11714,NO,1,0,0,0,0,0,0
GENE-11715,NO,1,0,0,0,0,0,0
GENE-11716,NO,1,0,0,0,0,0,0
GENE-11717,NO,1,0,0,0,0,0,0
GENE-11718,NO,1,164,149,175,132,152,113
GENE-11719,NO,1,0,0,0,0,0,0
GENE-11720,NO,1,16,18,17,11,18,15
GENE-11721,NO,1,0,0,0,0,0,0
GENE-11722,NO,1,23,27,17,19,20,21
GENE-11723,NO,1,0,0,1,1,0,0
GENE-11724,NO,1,0,0,0,0,0,0
GENE-11726,NO,1,0,0,0,0,0,0
GENE-11727,NO,1,0,0,0,0,0,0
GENE-11728,NO,1,0,0,0,0,0,0
GENE-11729,NO,1,0,0,0,0,0,0
GENE-11730,NO,1,0,0,0,0,0,0
GENE-11731,NO,1,0,0,0,0,0,0
GENE-11732,NO,1,0,0,0,0,0,0
GENE-11733,NO,1,0,0,0,0,0,0
GENE-11734,NO,1,0,0,0,0,0,0
GENE-11735,NO,1,31,28,47,20,66,7
GENE-11736,NO,1,0,0,0,0,0,0
GENE-11737,NO,1,0,0,0,0,0,0
GENE-11738,NO,1,0,0,0,0,0,0
GENE-11739,NO,1,0,0,0,0,0,0
GENE-11740,NO,1,179,173,170,155,157,185
GENE-11741,NO,1,0,0,1,1,0,0
GENE-11742,NO,1,640,568,780,698,855,1014
GENE-11743,NO,1,0,0,0,0,0,0
GENE-11744,NO,1,1368,1069,438,373,804,1035
GENE-11745,NO,1,151,117,134,122,135,120
GENE-11746,NO,1,0,0,0,0,0,0
GENE-11747,NO,1,0,0,0,0,0,0
GENE-11748,NO,1,0,0,0,0,0,0
GENE-11749,NO,1,0,0,0,0,0,0
GENE-11750,NO,1,1,0,0,0,0,2
GENE-11751,NO,1,0,0,0,0,0,0
GENE-11752,NO,1,0,0,0,0,0,0
GENE-11753,NO,1,0,0,0,0,0,0
GENE-11754,NO,1,81,67,79,71,62,77
GENE-11755,NO,1,0,0,0,0,0,0
GENE-11756,NO,1,12,16,15,17,19,17
GENE-11757,NO,1,0,0,0,0,0,0
GENE-11758,NO,1,0,0,0,0,0,0
GENE-11759,NO,1,22,12,13,22,16,12
GENE-11760,NO,1,41,71,87,87,79,62
GENE-11761,NO,1,6,9,9,7,3,3
GENE-11762,NO,1,0,0,0,0,0,0
GENE-11763,NO,1,0,0,0,0,0,0
GENE-11764,NO,1,97,79,62,65,50,82
GENE-11765,NO,1,17,11,13,7,12,10
GENE-11766,NO,1,36,48,35,28,38,37
GENE-11767,NO,1,0,0,0,0,0,0
GENE-11768,NO,1,0,0,0,0,0,0
GENE-11769,NO,1,4,1,5,4,3,5
GENE-11770,NO,1,1914,1654,1120,1800,1275,1935
GENE-11771,NO,1,0,0,0,0,0,0
GENE-11772,NO,1,0,0,0,0,0,0
GENE-11773,NO,1,1,2,2,2,5,0
GENE-11774,NO,1,825,601,590,792,883,729
GENE-11775,NO,1,1,0,0,0,0,0
GENE-11776,NO,1,0,0,0,0,0,0
GENE-11777,NO,1,101,79,83,88,83,105
GENE-11778,NO,1,18,0,1,5,22,25
GENE-11779,NO,1,0,0,0,0,0,0
GENE-11780,NO,1,37,90,38,50,41,56
GENE-11781,NO,1,0,1,1,0,1,2
GENE-11782,NO,1,0,0,0,0,0,0
GENE-11783,NO,1,94,111,281,49,193,44
GENE-11784,NO,1,0,0,0,0,0,0
GENE-11785,NO,1,49,27,156,55,31,37
GENE-11786,NO,1,0,0,0,0,0,0
GENE-11787,NO,1,1343,855,1192,1326,1639,791
GENE-11788,NO,1,0,0,0,0,0,0
GENE-11789,NO,1,69,84,56,61,76,51
GENE-11790,NO,1,14,0,3,12,35,56
GENE-11791,NO,1,0,0,0,0,0,0
GENE-11792,NO,1,0,0,0,0,0,0
GENE-11793,NO,1,202,112,125,153,132,171
GENE-11794,NO,1,0,0,0,0,0,0
GENE-11795,NO,1,0,0,0,0,0,0
GENE-11796,NO,1,7,5,4,6,0,7
GENE-11797,NO,1,0,0,0,0,0,0
GENE-11798,NO,1,0,0,0,0,0,0
GENE-11799,NO,1,0,0,0,0,0,0
GENE-11800,NO,1,2,0,0,1,0,0
GENE-11801,NO,1,0,0,0,0,0,0
GENE-11802,NO,1,0,0,0,0,0,0
GENE-11803,NO,1,906,1058,664,749,858,756
GENE-11804,NO,1,0,0,0,0,0,0
GENE-11805,NO,1,0,0,0,0,0,0
GENE-11806,NO,1,1887,1455,1752,1255,1321,1307
GENE-11807,NO,1,0,0,0,0,0,0
GENE-11808,NO,1,0,0,0,0,0,0
GENE-11809,NO,1,0,0,0,0,0,0
GENE-11810,NO,1,0,0,0,0,0,0
GENE-11811,NO,1,409,311,453,417,419,433
GENE-11812,NO,1,0,0,0,0,0,0
GENE-11813,NO,1,67,34,48,49,67,79
GENE-11814,NO,1,6,13,4,2,4,6
GENE-11815,NO,1,33,30,14,26,25,18
GENE-11816,NO,1,0,0,0,0,0,0
GENE-11817,NO,1,1,1,0,0,0,0
GENE-11818,YES,1,0,0,0,0,0,0
GENE-11819,NO,1,0,1,0,0,0,1
GENE-11820,NO,1,0,0,0,0,0,0
GENE-11821,NO,1,0,0,0,0,0,0
GENE-11822,NO,1,0,0,0,0,0,0
GENE-11823,NO,1,17,22,24,22,16,20
GENE-11824,NO,1,0,0,0,0,0,0
GENE-11825,NO,1,962,960,551,683,731,709
GENE-11826,NO,1,149,128,126,132,140,138
GENE-11827,NO,1,0,0,0,0,0,0
GENE-11828,NO,1,0,0,0,0,0,0
GENE-11829,NO,1,0,0,0,0,0,0
GENE-11830,NO,1,0,0,0,0,0,0
GENE-11831,NO,1,0,0,0,0,0,0
GENE-11832,YES,1,0,0,0,0,0,0
GENE-11833,NO,1,0,0,0,0,0,0
GENE-11834,NO,1,1443,937,937,903,1233,1269
GENE-11835,NO,1,102,97,77,88,126,59
GENE-11836,NO,1,0,0,0,0,0,0
GENE-11837,NO,1,0,0,0,0,0,0
GENE-11838,NO,1,44,39,61,84,77,53
GENE-11839,NO,1,24,30,21,29,29,33
GENE-11840,NO,1,0,0,0,0,0,0
GENE-11841,NO,1,126,99,98,132,117,101
GENE-11842,YES,1,5,4,7,10,13,9
GENE-11843,NO,1,0,0,0,0,0,0
GENE-11844,NO,1,0,0,0,0,0,0
GENE-11845,NO,1,0,0,0,0,0,0
GENE-11846,NO,1,0,0,0,0,0,0
GENE-11847,NO,1,3057,3999,3968,3661,4109,3528
GENE-11848,NO,1,0,0,0,0,0,0
GENE-11849,NO,1,0,0,0,0,0,0
GENE-11850,NO,1,0,0,0,0,0,0
GENE-11851,NO,1,0,0,0,0,0,0
GENE-11852,NO,1,0,0,0,1,1,0
GENE-11853,NO,1,0,0,0,0,0,0
GENE-11854,NO,1,7,6,9,9,10,2
GENE-11855,NO,1,7,5,6,5,3,3
GENE-11856,NO,1,71,77,80,97,67,79
GENE-11857,NO,1,0,0,2,3,5,0
GENE-11858,NO,1,0,0,0,0,0,0
GENE-11859,NO,1,0,0,0,0,0,0
GENE-11860,NO,1,16,18,7,13,16,14
GENE-11861,NO,1,1,1,0,0,2,0
GENE-11862,NO,1,0,0,0,0,0,0
GENE-11863,NO,1,0,0,0,0,0,0
GENE-11864,NO,1,0,0,0,0,0,0
GENE-11865,NO,1,0,0,0,0,0,0
GENE-11866,NO,1,0,0,0,0,0,0
GENE-11867,NO,1,0,0,0,0,0,0
GENE-11868,NO,1,1,2,1,0,4,1
GENE-11869,NO,1,0,0,0,0,0,0
GENE-11870,NO,1,0,0,0,0,0,0
GENE-11871,NO,1,0,0,0,0,0,0
GENE-11872,NO,1,0,0,0,0,0,0
GENE-11873,NO,1,0,0,0,0,0,0
GENE-11874,NO,1,2306,2659,2817,1952,2254,2180
GENE-11875,NO,1,0,0,0,0,0,0
GENE-11876,NO,1,0,0,0,0,0,0
GENE-11877,NO,1,11752,13961,9628,11542,9116,12672
GENE-11878,NO,1,47,76,54,59,34,53
GENE-11879,NO,1,8,7,7,9,8,10
GENE-11880,NO,1,27,28,35,27,31,26
GENE-11881,NO,1,23,28,6,19,21,11
GENE-11882,NO,1,0,0,0,0,0,0
GENE-11883,NO,1,0,0,0,0,0,0
GENE-11884,NO,1,0,0,0,0,0,0
GENE-11885,NO,1,0,0,0,0,0,0
GENE-11886,NO,1,3,3,3,4,6,5
GENE-11887,NO,1,0,0,0,0,0,0
GENE-11888,NO,1,0,0,0,0,0,0
GENE-11889,NO,1,0,0,0,0,0,0
GENE-11890,NO,1,0,0,0,0,0,0
GENE-11891,NO,1,0,0,0,0,0,0
GENE-11892,NO,1,77,111,68,79,109,99
GENE-11893,NO,1,6,27,41,42,9,16
GENE-11894,NO,1,0,0,0,0,0,0
GENE-11895,NO,1,1360,1551,1445,1279,1517,1807
GENE-11896,NO,1,1,1,1,0,0,0
GENE-11897,NO,1,0,0,0,0,0,0
GENE-11898,NO,1,0,0,0,0,0,0
GENE-11899,NO,1,0,0,0,0,0,0
GENE-11900,NO,1,175,272,238,205,267,242
GENE-11901,NO,1,0,0,0,0,0,0
GENE-11902,NO,1,0,0,0,0,0,0
GENE-11903,NO,1,0,0,0,0,0,0
GENE-11904,NO,1,0,0,0,0,0,0
GENE-11905,NO,1,30,11,14,23,14,18
GENE-11906,NO,1,0,0,0,0,0,0
GENE-11907,NO,1,30,74,28,24,34,27
GENE-11908,NO,1,0,0,0,0,0,0
GENE-11909,NO,1,0,0,0,0,0,0
GENE-11910,NO,1,67,84,64,70,58,58
GENE-11911,NO,1,0,0,0,0,0,0
GENE-11912,NO,1,0,0,1,0,1,0
GENE-11913,NO,1,0,0,0,0,0,0
GENE-11914,NO,1,0,0,0,0,0,0
GENE-11915,NO,1,0,0,0,0,0,0
GENE-11916,NO,1,0,0,0,0,0,0
GENE-11917,NO,1,0,0,0,0,0,0
GENE-11918,NO,1,0,0,0,0,0,0
GENE-11919,NO,1,0,0,0,0,0,0
GENE-11920,YES,1,0,0,1,0,1,0
GENE-11921,YES,1,0,0,0,0,0,0
GENE-11922,NO,1,0,0,0,0,0,0
GENE-11923,NO,1,0,0,0,1,1,0
GENE-11924,NO,1,0,0,0,0,0,0
GENE-11925,NO,1,0,0,0,0,0,0
GENE-11926,NO,1,0,0,0,0,0,0
GENE-11927,NO,1,0,0,0,0,0,0
GENE-11928,NO,1,0,0,0,0,0,0
GENE-11929,NO,1,0,0,0,0,0,0
GENE-11930,NO,1,0,0,0,0,0,0
GENE-11931,NO,1,0,0,0,0,0,0
GENE-11932,NO,1,0,0,0,0,0,0
GENE-11933,NO,1,0,0,0,0,0,0
GENE-11934,NO,1,39,50,49,50,34,38
GENE-11935,NO,1,0,0,0,0,0,0
GENE-11936,NO,1,0,0,0,0,0,0
GENE-11937,NO,1,0,0,0,0,0,0
GENE-11938,NO,1,0,0,0,0,0,0
GENE-11939,NO,1,0,0,0,0,0,0
GENE-11940,NO,1,0,0,0,0,0,0
GENE-11941,NO,1,0,0,0,0,0,0
GENE-11942,NO,1,0,0,0,0,0,0
GENE-11943,NO,1,0,0,0,0,0,0
GENE-11944,NO,1,0,0,0,0,0,0
GENE-11945,NO,1,0,0,0,0,0,0
GENE-11946,NO,1,0,0,0,0,0,0
GENE-11947,NO,1,0,0,0,0,0,0
GENE-11948,NO,1,0,0,0,0,0,0
GENE-11949,YES,1,0,0,0,0,0,0
GENE-11950,NO,1,0,0,0,0,0,0
GENE-11951,NO,1,0,0,0,0,0,0
GENE-11952,NO,1,0,0,0,0,0,0
GENE-11953,NO,1,272,239,271,163,253,209
GENE-11954,NO,1,0,0,0,0,0,0
GENE-11955,NO,1,37,14,16,16,22,21
GENE-11956,NO,1,0,0,0,0,0,0
GENE-11957,NO,1,0,0,0,0,0,0
GENE-11958,NO,1,0,0,0,0,0,0
GENE-11959,YES,1,0,0,0,0,0,0
GENE-11960,NO,1,0,0,0,0,0,0
GENE-11961,NO,1,0,0,0,0,0,0
GENE-11962,NO,1,181,315,174,158,353,216
GENE-11963,NO,1,0,0,0,0,0,0
GENE-11964,NO,1,0,0,0,0,0,0
GENE-11965,NO,1,0,1,1,0,0,0
GENE-11966,NO,1,0,0,0,0,0,0
GENE-11967,NO,1,0,0,0,2,0,0
GENE-11968,NO,1,0,0,0,0,0,0
GENE-11969,NO,1,0,0,0,0,0,0
GENE-11970,NO,1,1390,1228,1252,1567,1096,1460
GENE-11971,NO,1,825,1077,701,929,915,1103
GENE-11972,NO,1,353,263,331,298,135,232
GENE-11973,NO,1,0,0,0,0,0,0
GENE-11974,NO,1,1,0,1,0,1,0
GENE-11975,NO,1,156,41,62,58,102,49
GENE-11976,NO,1,0,0,0,0,0,0
GENE-11977,NO,1,0,0,0,0,0,0
GENE-11978,NO,1,0,0,0,0,0,0
GENE-11979,NO,1,0,0,0,1,1,0
GENE-11980,NO,1,3,2,1,4,0,1
GENE-11981,YES,1,0,0,0,0,0,0
GENE-11982,NO,1,0,0,0,0,0,0
GENE-11983,NO,1,0,0,0,0,0,0
GENE-11984,NO,1,705,623,830,796,646,680
GENE-11985,NO,1,0,0,0,0,0,0
GENE-11986,NO,1,0,0,0,0,0,0
GENE-11987,NO,1,0,0,0,0,0,0
GENE-11988,NO,1,0,0,0,0,0,0
GENE-11989,NO,1,0,2,0,0,0,0
GENE-11990,NO,1,0,0,0,0,0,0
GENE-11991,NO,1,0,0,0,0,0,0
GENE-11992,NO,1,0,0,0,0,0,0
GENE-11993,NO,1,0,0,0,0,0,0
GENE-11994,NO,1,0,0,0,0,0,0
GENE-11995,NO,1,0,0,0,0,0,0
GENE-11996,NO,1,1,2,1,0,1,3
GENE-11997,NO,1,0,0,0,0,0,0
GENE-11998,NO,1,0,0,0,0,0,0
GENE-11999,NO,1,0,0,0,0,0,0
GENE-12000,NO,1,0,0,0,0,0,0
GENE-12001,NO,1,648,726,672,719,750,774
GENE-12002,NO,1,0,0,0,0,0,0
GENE-12003,NO,1,0,0,0,0,0,0
GENE-12004,NO,1,0,0,0,0,0,0
GENE-12005,NO,1,22,20,18,15,28,13
GENE-12006,NO,1,0,0,0,0,0,0
GENE-12007,NO,1,0,3,1,1,0,1
GENE-12008,NO,1,0,0,0,0,0,0
GENE-12009,NO,1,0,0,0,0,0,0
GENE-12010,NO,1,0,0,0,0,0,0
GENE-12011,NO,1,0,0,0,0,0,0
GENE-12012,NO,1,0,0,0,0,0,0
GENE-12013,YES,1,0,0,0,0,0,0
GENE-12014,NO,1,2660,1030,1800,1848,1769,1928
GENE-12015,NO,1,0,0,0,0,0,0
GENE-12016,NO,1,0,0,0,0,0,0
GENE-12017,NO,1,3,0,1,4,2,2
GENE-12018,NO,1,0,0,0,0,1,0
GENE-12019,NO,1,0,0,0,0,0,0
GENE-12020,NO,1,3275,355,702,0,272,80
GENE-12021,NO,1,101,65,49,73,52,60
GENE-12022,NO,1,0,0,0,0,0,0
GENE-12023,NO,1,0,0,0,0,0,0
GENE-12024,NO,1,0,0,0,0,0,0
GENE-12025,NO,1,47,31,37,47,61,37
GENE-12026,NO,1,287,247,220,296,187,244
GENE-12028,NO,1,0,0,0,0,0,0
GENE-12029,YES,1,0,0,0,0,0,0
GENE-12030,NO,1,0,0,0,0,0,0
GENE-12031,NO,1,82,78,88,82,75,109
GENE-12032,NO,1,0,0,0,0,0,0
GENE-12033,NO,1,0,0,0,0,0,0
GENE-12034,NO,1,0,0,0,0,0,0
GENE-12035,NO,1,249,246,255,286,292,264
GENE-12036,NO,1,216,268,203,213,243,201
GENE-12037,NO,1,80,84,92,58,116,80
GENE-12038,NO,1,8,5,7,12,8,7
GENE-12039,NO,1,2,1,1,2,4,2
GENE-12040,NO,1,0,0,0,0,0,0
GENE-12041,NO,1,412,392,331,397,336,390
GENE-12042,NO,1,23,12,9,5,9,12
GENE-12043,NO,1,0,0,0,0,0,0
GENE-12044,NO,1,0,0,0,0,0,0
GENE-12045,NO,1,0,0,0,0,0,0
GENE-12046,NO,1,0,0,0,0,0,0
GENE-12047,NO,1,0,0,0,0,0,0
